"t_id","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","sums","kinetic"
11178,1,7,2,7,4,7,4,10,0,2,5,1,1,0,2,8,6,0,8,4,8,5.50527546085219,0.129251700680272
4218,8,3,2,4,5,3,9,8,4,4,7,4,3,2,6,7,3,8,6,5,6,6.19698260267721,0.142857142857143
7263,2,3,7,3,1,1,8,8,0,1,4,2,8,6,6,6,1,3,5,5,3,4.80526292265766,0.138321995464853
2985,0,7,1,0,1,2,10,9,1,3,7,1,0,1,6,10,4,2,10,5,9,6.71807238779842,0.133786848072562
10113,1,9,3,0,1,2,7,6,1,1,3,0,3,2,9,8,1,0,4,10,4,4.69748514481566,0.133786848072562
333,3,10,8,9,8,7,1,6,3,7,7,8,8,7,9,1,7,3,6,9,6,10.0050539177628,0.165532879818594
814,3,0,2,3,4,6,8,6,7,8,6,1,1,2,0,10,9,9,3,1,5,6.24714708845464,0.106575963718821
8191,6,1,8,3,0,1,8,7,0,1,5,3,7,7,2,9,2,3,7,0,7,5.44820766948969,0.142857142857143
12188,2,9,4,1,2,3,8,8,1,3,10,3,2,2,8,7,5,1,9,7,9,7.11146279715628,0.133786848072562
1805,9,1,8,9,7,9,3,2,7,9,0,9,5,5,0,3,9,9,0,1,0,7.96138864829448,0.188208616780045
6775,3,5,4,3,5,4,4,4,4,2,4,3,5,4,9,3,3,2,3,9,4,4.24500347293327,0.26530612244898
10820,2,5,5,6,5,8,8,9,2,9,2,3,1,2,6,10,10,4,3,8,2,7.02875050757564,0.138321995464853
9921,5,4,9,10,4,9,9,5,6,6,0,8,3,5,1,4,9,5,4,2,2,7.63587616471048,0.138321995464853
4751,1,6,6,7,4,4,9,2,5,9,6,3,2,2,9,3,5,8,6,8,9,7.60052528538341,0.133786848072562
7808,2,5,7,5,5,4,5,8,2,4,5,5,8,5,6,3,2,2,6,4,3,5.11923756413944,0.197278911564626
9455,3,3,5,5,6,6,5,8,6,4,5,3,5,5,5,9,0,3,5,4,5,5.62627157640959,0.256235827664399
11103,3,7,4,4,3,4,9,5,2,2,8,2,1,2,6,8,2,2,7,7,8,5.66248287044592,0.160997732426304
4690,1,3,9,9,5,8,1,7,1,4,5,3,7,6,2,3,9,2,7,1,5,6.18708716898092,0.133786848072562
519,4,6,0,1,4,3,8,5,2,4,9,3,1,5,3,6,8,5,6,2,6,5.18917389067879,0.129251700680272
3731,6,8,3,1,4,5,0,1,6,5,7,3,2,3,7,3,2,4,8,8,9,5.85105068203434,0.115646258503401
3030,10,7,4,8,9,8,5,1,9,6,2,9,7,8,4,1,4,6,3,3,3,8.31901723166592,0.115646258503401
499,10,10,0,8,8,9,4,4,9,6,3,7,4,7,2,5,6,3,10,9,8,9.72952727296516,0.115646258503401
7187,8,2,6,7,5,6,8,6,4,3,4,6,5,7,6,8,3,4,3,4,5,6.37500064153527,0.165532879818594
13005,2,8,7,0,3,3,8,8,6,1,5,1,4,9,10,9,5,9,4,9,4,8.17703466210635,0.115646258503401
1473,5,9,7,7,8,6,6,6,6,5,6,5,8,9,9,5,7,3,6,9,7,9.60045863649473,0.201814058956916
1742,3,9,8,7,8,10,7,9,5,9,9,4,2,3,9,10,8,9,8,9,9,12.73796013457,0.215419501133787
6357,9,1,9,9,8,9,1,1,9,5,1,8,7,5,1,2,10,5,5,1,4,8.31644217330238,0.192743764172336
13306,1,7,4,0,3,2,9,9,3,1,7,1,8,8,8,7,3,2,7,6,6,6.74326921360947,0.129251700680272
10205,7,3,6,5,4,4,3,3,5,3,4,6,4,5,6,5,0,2,2,3,3,3.85530581890594,0.188208616780045
9960,4,9,1,4,6,4,7,6,5,6,8,3,3,5,10,7,6,4,9,9,8,8.66285074804404,0.133786848072562
8622,4,2,10,10,7,9,5,3,5,7,6,7,7,6,0,2,3,7,5,0,5,7.3298586654162,0.142857142857143
8130,0,9,0,1,0,3,9,10,0,1,3,0,5,8,9,10,0,1,4,9,2,6.50735855929082,0.165532879818594
5391,10,3,9,9,9,8,1,0,9,9,2,10,10,10,2,0,8,6,5,2,4,10.1733155355187,0.142857142857143
10569,3,7,2,3,4,3,10,7,4,5,6,4,4,3,2,9,7,4,8,4,7,6.18283332339086,0.174603174603175
8553,9,0,7,8,3,3,1,1,5,1,3,9,10,10,1,1,1,2,1,0,1,5.43481160415811,0.201814058956916
10571,8,8,7,9,5,7,3,1,5,2,3,9,8,7,8,2,4,1,3,7,0,7.0155856583356,0.133786848072562
3593,0,3,4,2,0,3,2,5,1,1,9,0,1,1,5,3,7,0,10,4,10,4.41592801193234,0.133786848072562
7448,6,2,6,9,10,10,7,7,6,10,9,9,6,4,2,8,9,9,10,1,10,12.0905118192658,0.174603174603175
326,10,3,1,10,3,2,7,1,3,8,4,10,1,1,4,3,6,7,4,2,5,6.00354265771588,0.138321995464853
323,3,0,5,4,8,8,3,4,9,9,3,5,4,9,5,5,8,8,2,5,5,7.19226959356698,0.183673469387755
5456,8,7,8,7,9,9,5,0,10,4,5,8,9,8,2,1,1,4,8,6,8,9.53778884045269,0.147392290249433
8473,2,3,3,1,1,0,10,3,1,1,5,1,3,3,6,6,3,0,6,3,3,3.00544385927404,0.238095238095238
3461,4,5,2,2,5,7,0,6,4,6,6,3,2,3,4,7,6,6,8,6,8,5.71013573555199,0.160997732426304
2089,7,4,10,9,8,10,2,3,7,8,5,7,6,7,2,3,9,8,4,5,3,9.1860063842118,0.124716553287982
11666,2,4,3,2,4,2,10,6,2,6,8,3,4,1,2,7,6,3,8,1,8,5.42004090993633,0.151927437641723
5324,2,8,5,4,7,5,6,7,7,1,5,4,9,10,5,6,3,2,4,7,2,6.79461674340671,0.133786848072562
9797,4,8,6,3,8,8,3,6,7,4,6,5,7,4,8,4,5,2,7,8,6,7.5657947713618,0.170068027210884
8559,4,8,8,6,2,4,2,3,2,1,10,4,6,7,9,4,1,1,9,10,9,8.04748559554688,0.129251700680272
9100,5,8,7,8,9,7,2,6,8,0,5,8,7,8,9,5,1,3,10,10,5,9.65087426895639,0.142857142857143
9979,2,8,0,3,0,1,8,9,1,2,10,2,0,2,9,7,2,7,6,8,8,6.9301399807332,0.147392290249433
5595,0,8,1,3,2,3,8,9,0,7,5,1,1,0,8,8,9,2,6,9,5,6.68347537193335,0.129251700680272
12749,2,8,0,5,8,10,3,8,5,5,9,4,2,1,7,4,0,3,9,9,7,7.6896921996325,0.111111111111111
2280,5,4,9,7,9,9,7,10,9,3,7,8,6,9,2,8,2,5,8,5,7,10.6559044381441,0.151927437641723
10918,3,3,2,6,4,7,6,6,5,10,3,4,2,7,7,7,9,10,3,4,3,6.97104046993352,0.156462585034014
2876,4,8,6,6,4,6,5,5,4,6,9,4,5,6,9,7,6,6,9,8,8,8.65923713633852,0.210884353741497
3102,6,5,5,7,4,2,4,4,5,6,6,5,6,7,6,5,6,7,4,6,3,6.08830229531439,0.229024943310658
10419,5,5,1,10,5,9,9,8,5,10,9,8,0,1,4,7,9,9,8,6,10,10.9603758509786,0.151927437641723
4236,7,6,6,4,7,5,3,1,6,5,8,4,6,8,6,1,6,5,7,7,8,7.2797466331077,0.179138321995465
7702,7,8,3,5,5,5,10,7,5,10,6,4,7,5,5,9,9,10,0,7,5,9.66456083448953,0.188208616780045
9521,4,8,7,8,2,4,5,8,1,0,4,4,4,2,5,6,2,1,1,9,1,4.87183765912864,0.151927437641723
11302,7,3,9,7,6,8,3,1,7,3,3,4,5,7,5,1,3,6,6,5,7,6.5391095111113,0.170068027210884
2116,1,9,5,8,5,9,4,9,8,3,7,4,7,8,10,9,5,7,8,9,7,10.4539890453255,0.165532879818594
6190,9,1,7,9,10,10,2,5,10,0,2,9,10,10,9,4,0,0,0,3,1,9.20852832439923,0.156462585034014
9698,10,8,9,6,6,6,2,2,8,9,6,7,8,10,4,2,10,9,2,7,6,10.3211942685162,0.165532879818594
11729,6,7,5,7,5,4,1,1,5,3,4,6,3,5,4,0,2,3,6,4,6,4.48659223696672,0.151927437641723
2008,8,5,8,9,9,10,2,1,10,9,0,9,10,9,0,1,9,8,2,0,0,10.0318053597644,0.179138321995465
6631,7,6,3,6,7,8,6,6,5,7,9,7,5,6,5,4,8,3,9,6,9,8.90517899636877,0.179138321995465
9343,8,6,3,8,6,5,2,3,6,10,7,6,3,6,8,2,9,8,7,7,7,8.89569937516752,0.165532879818594
4184,4,6,3,1,4,2,6,2,4,9,2,2,2,1,0,6,10,7,3,2,3,4.30681494662142,0.160997732426304
12388,1,5,6,3,2,6,7,8,3,2,9,1,3,2,3,8,5,3,8,6,8,5.99347687645564,0.156462585034014
8294,8,9,7,8,9,7,4,4,9,8,5,7,8,9,5,4,3,8,9,8,9,11.1184767398267,0.215419501133787
5667,3,4,1,5,7,7,8,9,6,8,7,6,1,0,4,7,8,5,6,4,5,7.01065479248466,0.133786848072562
5140,6,2,6,4,0,0,3,2,1,2,1,4,5,6,1,4,2,2,2,1,0,2.17546939521921,0.183673469387755
590,4,3,6,2,7,6,10,10,6,9,7,5,6,10,2,8,10,8,4,2,8,9.60479914547696,0.138321995464853
1026,10,0,4,7,6,6,1,1,8,2,8,8,4,5,1,0,1,3,8,1,9,6.26094636843902,0.133786848072562
11762,9,5,2,8,9,6,3,1,9,8,5,9,5,5,3,1,6,7,5,5,4,7.57931096200783,0.160997732426304
7622,8,9,9,10,8,10,5,9,9,5,5,9,6,9,8,5,5,6,6,9,6,12.1201608497547,0.233560090702948
2050,4,3,10,9,10,9,2,4,7,8,2,9,8,6,2,1,6,3,7,1,4,8.11392365522946,0.115646258503401
6554,2,4,2,2,4,1,8,8,1,5,5,3,3,3,6,6,4,2,9,4,7,5.02538176266872,0.133786848072562
2937,3,1,1,2,1,1,5,5,4,7,9,2,0,0,2,6,6,7,9,2,9,5.25774944322683,0.133786848072562
1224,6,9,1,5,7,7,3,3,6,10,3,4,0,1,9,6,9,9,4,9,3,8.09289163650135,0.147392290249433
3591,8,5,2,8,7,6,1,0,4,7,2,8,2,3,6,0,6,7,1,5,2,5.317988320395,0.129251700680272
11944,8,7,6,3,6,1,8,4,7,5,5,3,3,7,9,6,7,3,8,7,8,7.85891172326834,0.165532879818594
11834,2,3,8,8,7,8,3,8,3,7,4,5,6,5,5,6,9,4,4,2,3,6.6897588418174,0.142857142857143
8567,9,2,9,8,7,7,3,3,7,8,1,9,7,8,0,1,8,9,2,1,0,7.85287944589282,0.156462585034014
5011,3,5,1,6,7,6,7,9,6,8,6,6,1,0,4,7,8,6,5,4,5,6.92420488942634,0.156462585034014
9010,5,6,5,4,4,4,3,4,3,2,9,4,2,3,7,6,4,3,9,7,9,6.16541885023127,0.174603174603175
5943,3,2,5,2,3,2,4,3,5,2,9,2,3,4,4,4,3,5,6,3,7,3.67820048374152,0.201814058956916
7371,2,4,2,2,5,3,9,9,5,5,7,2,1,2,6,9,4,5,7,5,7,6.13057001870909,0.170068027210884
13258,3,7,1,6,7,6,6,9,5,9,5,6,1,1,6,8,9,5,5,6,5,7.36882661551555,0.192743764172336
2899,8,1,9,9,5,4,1,1,5,3,1,10,10,10,1,0,6,2,0,1,0,6.17282523617399,0.151927437641723
1001,7,2,9,7,7,9,2,2,8,4,2,4,8,9,2,4,6,4,1,1,1,6.42406175800784,0.165532879818594
11646,4,8,2,1,5,4,9,3,3,6,6,5,3,1,9,3,6,6,7,9,6,6.54750879343963,0.147392290249433
4675,9,0,10,9,7,7,0,0,7,6,1,10,10,9,2,0,8,2,0,1,1,7.91108240203083,0.151927437641723
6724,6,7,5,4,5,2,9,4,6,3,8,5,8,6,6,6,3,5,8,7,9,7.80864969747338,0.151927437641723
5650,1,5,4,4,3,5,7,9,1,4,4,2,2,3,3,8,5,2,2,5,3,4.22124292244488,0.160997732426304
2669,1,5,4,3,2,4,7,9,1,3,8,0,1,1,3,10,2,4,7,7,8,5.63156277304559,0.124716553287982
4980,7,5,10,6,0,5,3,9,1,0,5,6,9,9,5,8,0,1,4,3,4,6.80414729919205,0.120181405895692
5344,4,3,8,3,3,1,5,4,2,9,4,3,7,8,4,7,7,7,7,2,6,6.21013758234904,0.156462585034014
3909,3,3,8,0,0,1,7,7,0,0,3,1,9,10,8,8,0,0,0,4,1,5.25792688704196,0.188208616780045
10445,5,5,2,7,8,8,4,6,8,7,6,4,5,7,7,5,6,7,4,7,6,7.68837246726501,0.197278911564626
7976,1,8,2,3,1,2,9,10,2,5,7,4,0,1,6,8,6,5,9,5,7,6.66697295968661,0.106575963718821
1158,1,7,4,4,5,5,7,9,4,2,8,2,6,6,6,9,2,4,8,7,7,7.07603439943219,0.142857142857143
7369,3,7,7,4,3,7,5,9,5,5,4,6,2,7,8,5,3,7,6,7,7,7.11705159939807,0.192743764172336
6550,6,7,6,6,5,8,6,5,7,4,8,6,6,7,7,6,6,6,8,7,7,8.72468565809364,0.297052154195011
7777,7,3,4,6,9,9,2,3,9,6,4,8,8,5,4,4,2,4,2,1,0,6.23212784609362,0.133786848072562
11858,4,5,4,5,6,5,7,6,7,2,5,4,4,3,6,7,2,5,7,5,7,5.8263538318466,0.206349206349206
12530,0,5,7,0,9,8,10,10,9,5,2,0,9,8,4,10,7,6,5,4,2,8.88183869779394,0.120181405895692
1593,9,1,9,2,5,6,3,2,8,9,4,4,8,10,2,3,10,10,2,5,5,8.47708687772075,0.129251700680272
6115,6,0,7,3,0,1,2,3,1,1,3,6,9,9,1,2,0,1,2,0,1,3.49483216195861,0.179138321995465
9815,1,9,3,1,5,2,7,5,4,4,4,3,4,4,7,5,2,2,5,8,5,4.77891410766485,0.165532879818594
10560,8,3,10,10,9,9,4,4,9,4,1,7,10,9,1,4,8,3,1,2,2,9.01773622534894,0.142857142857143
5726,5,3,8,6,5,5,4,6,5,6,7,5,8,8,6,4,4,7,7,5,5,6.88502130548488,0.210884353741497
8451,9,4,9,9,9,9,5,4,7,6,9,10,10,7,4,2,1,1,10,3,9,11.0795248021958,0.179138321995465
12194,10,10,10,9,7,9,1,2,9,3,7,7,6,8,9,1,4,4,8,10,9,11.5995822349973,0.147392290249433
13239,9,4,7,9,10,9,0,2,10,9,1,10,7,5,3,4,8,8,0,0,0,8.98975161684982,0.129251700680272
6552,5,6,1,0,4,1,9,3,5,8,2,1,0,1,4,7,9,5,4,6,7,5.3146395675212,0.120181405895692
3460,10,7,3,9,5,6,8,4,6,9,9,10,4,3,8,8,7,6,9,8,10,11.2614980671881,0.142857142857143
5381,5,10,9,8,9,9,5,7,10,6,7,6,9,8,7,7,5,6,10,9,10,12.935953564991,0.179138321995465
4532,8,3,4,6,9,10,5,4,8,1,3,9,7,7,3,3,3,1,3,0,2,6.29169744864299,0.138321995464853
13083,8,9,9,6,10,9,6,2,10,9,2,8,9,8,9,3,7,7,4,10,2,11.6422833288777,0.165532879818594
13281,5,4,7,6,5,5,4,6,4,5,7,5,8,8,6,4,4,8,6,6,6,6.98981714574634,0.224489795918367
11127,5,2,8,5,2,4,4,6,2,1,9,6,8,8,3,5,0,1,10,3,9,6.60876223903545,0.111111111111111
4213,8,2,10,7,8,9,5,3,8,9,2,7,9,9,1,4,10,8,3,0,3,9.09581030274606,0.129251700680272
4911,7,7,6,6,2,1,5,2,7,2,0,5,5,9,9,4,1,5,1,9,1,5.96575338930259,0.147392290249433
4032,4,8,5,7,5,4,4,3,5,3,10,6,3,1,8,4,3,2,9,9,9,7.37868157958551,0.133786848072562
11693,8,8,8,6,9,5,1,0,8,8,5,8,9,9,8,0,7,7,4,8,6,9.88898420273174,0.206349206349206
7998,4,5,7,9,7,8,6,7,5,7,2,7,5,5,6,5,8,4,4,5,3,7.14568623141631,0.183673469387755
10360,5,8,6,6,2,6,5,9,3,7,3,3,4,5,6,9,6,7,3,6,5,7.0925105701016,0.179138321995465
9697,1,2,6,3,8,7,8,10,5,8,7,2,6,4,2,8,7,5,8,3,7,7.5553568560996,0.147392290249433
1244,9,10,9,1,4,3,5,1,4,2,3,4,10,10,9,1,5,2,2,9,1,7.32277070275991,0.151927437641723
7932,5,3,4,3,2,5,6,7,2,3,0,0,1,3,2,8,4,3,3,2,2,3.08200225176638,0.174603174603175
6740,4,9,0,4,6,5,4,6,6,4,5,3,0,0,7,7,3,4,5,8,5,5.30031706568208,0.156462585034014
9344,3,9,1,1,4,7,0,0,5,4,10,0,1,2,9,1,4,5,6,7,7,5.69165707711604,0.124716553287982
7274,9,7,7,10,9,10,3,3,9,3,2,9,8,5,5,0,2,2,7,5,5,8.84479391911984,0.147392290249433
11476,5,4,0,5,7,4,7,5,7,8,2,4,2,5,6,8,6,7,3,4,4,5.74022439823101,0.160997732426304
1335,7,7,7,9,9,9,2,4,10,8,3,8,8,8,5,4,4,8,7,6,7,10.4296040562205,0.165532879818594
8219,9,3,9,10,9,10,1,0,9,8,4,10,9,9,4,0,8,7,2,6,3,10.3479133572818,0.147392290249433
7140,5,8,6,6,3,4,6,6,4,8,4,5,4,4,8,7,10,9,5,8,3,7.96822042326866,0.165532879818594
9834,9,7,6,10,9,7,0,1,9,2,8,10,6,5,7,0,1,4,8,8,7,9.36773596037328,0.120181405895692
394,2,7,3,4,4,8,7,9,7,5,4,3,5,9,5,8,8,6,5,8,5,8.03936080104368,0.156462585034014
5116,8,5,8,9,10,9,1,1,10,8,2,9,9,9,0,1,8,7,3,1,1,9.65134931404643,0.170068027210884
5570,9,7,3,9,8,7,10,7,8,2,4,8,2,3,7,8,2,2,4,7,5,8.48088140275436,0.160997732426304
2935,7,3,2,8,5,8,2,7,8,1,4,8,0,1,6,4,1,2,4,5,5,5.42512899438039,0.133786848072562
139,9,6,7,7,6,5,3,4,8,5,4,7,7,8,6,5,6,5,3,6,5,7.38243135314091,0.179138321995465
3863,0,0,8,0,9,8,10,9,6,10,3,0,10,10,2,9,9,9,1,1,0,9.5494851019064,0.174603174603175
10517,6,3,8,9,9,10,3,4,6,7,4,8,4,5,0,4,7,3,6,3,5,7.25834616469731,0.133786848072562
9176,3,7,3,2,4,4,5,4,5,3,7,2,1,3,9,7,5,2,8,8,8,6.01379926427957,0.142857142857143
5428,8,2,10,9,9,10,3,3,10,4,2,8,10,9,1,5,6,3,4,3,4,8.92424433174594,0.138321995464853
7056,0,7,2,0,0,0,10,6,1,8,9,0,4,4,10,8,6,6,8,9,7,8.10799360271206,0.138321995464853
3727,10,9,7,9,2,2,1,0,5,1,6,9,9,10,10,0,0,1,5,10,3,8.83278629207457,0.138321995464853
2976,8,5,1,8,6,6,2,1,8,3,7,7,0,3,5,3,5,7,6,4,9,6.46478053370915,0.120181405895692
3507,3,5,2,3,0,1,7,4,0,1,8,1,2,2,4,6,1,2,8,3,9,3.94094551745554,0.129251700680272
12822,5,2,5,10,5,10,1,8,6,2,1,6,5,7,0,6,4,8,2,2,1,5.95243575312585,0.138321995464853
6599,2,6,8,1,6,3,9,3,7,9,4,2,8,8,6,3,8,5,3,6,5,7.2251982105805,0.142857142857143
12936,1,2,5,5,7,7,6,8,3,4,8,4,7,6,2,4,2,2,8,1,6,5.63717473620463,0.138321995464853
10763,4,1,8,6,8,6,1,1,3,10,6,8,7,5,0,0,9,9,8,0,5,7.5286089863883,0.124716553287982
12710,2,6,4,2,2,2,5,5,1,1,5,2,3,3,6,5,1,1,5,6,5,3.01323613574134,0.206349206349206
10501,4,8,2,6,9,8,10,7,6,10,9,7,3,1,5,9,9,8,9,8,10,11.6348400904043,0.142857142857143
10694,5,10,1,6,0,3,6,8,0,2,7,6,0,1,10,8,4,3,8,10,9,7.98807167521139,0.111111111111111
12050,2,8,3,0,3,0,1,0,1,4,4,1,0,3,2,1,2,4,9,6,7,3.17206309060985,0.142857142857143
10148,1,5,3,8,5,9,5,9,2,5,3,3,0,1,3,7,10,1,7,5,6,6.38869396466552,0.142857142857143
11478,0,7,4,2,2,5,5,7,1,4,8,1,3,8,8,6,5,4,8,6,8,6.51715342181138,0.138321995464853
2789,1,2,5,2,0,5,7,9,3,2,6,1,5,9,2,8,4,3,6,5,6,5.40380049022683,0.129251700680272
46,9,4,10,9,9,9,1,3,9,6,1,9,8,6,0,2,0,7,5,6,5,8.67842389876401,0.142857142857143
10952,10,9,7,7,10,5,5,0,9,0,9,10,10,9,9,0,0,0,7,10,7,11.0689759528638,0.215419501133787
5688,5,5,5,7,8,9,4,3,8,2,1,5,6,6,5,4,0,3,5,4,4,5.845213328834,0.156462585034014
3914,6,7,5,8,5,8,6,5,8,9,2,6,5,5,8,8,10,7,5,9,2,9.6780700666406,0.188208616780045
1219,3,2,10,8,8,7,5,7,7,8,5,4,4,4,4,6,8,4,4,5,2,7.16346949502377,0.174603174603175
977,1,4,4,5,7,6,2,9,4,5,8,6,5,1,4,4,6,4,9,4,8,6.50114741969966,0.183673469387755
6849,10,9,1,9,0,1,1,3,0,4,9,10,0,0,7,3,4,7,8,8,10,8.06996833121396,0.133786848072562
11428,10,1,9,9,10,9,6,4,10,10,0,9,9,9,1,5,9,10,2,0,0,11.4905897353475,0.206349206349206
1772,10,1,8,10,10,9,0,2,10,9,2,10,8,7,0,3,7,6,0,0,0,9.28734620549484,0.156462585034014
5554,0,8,9,1,10,8,9,6,10,0,1,1,10,9,9,8,1,0,0,9,1,9.13890069912472,0.192743764172336
3000,3,3,9,3,6,4,6,2,7,9,9,2,10,10,3,5,10,7,9,5,10,9.99836918010099,0.147392290249433
6936,2,3,2,3,0,2,6,2,0,1,6,1,1,0,5,6,3,3,3,4,7,2.38858560641639,0.160997732426304
10978,7,9,6,9,7,4,3,3,5,3,10,7,7,7,8,4,2,4,10,8,9,9.25134965243966,0.142857142857143
3537,10,3,7,9,10,10,1,1,9,0,3,9,4,5,4,1,0,0,1,4,1,6.94550423860273,0.151927437641723
3341,4,9,9,8,10,9,2,5,9,7,3,7,9,8,8,3,7,5,1,8,1,9.68553543276732,0.147392290249433
2639,7,2,6,5,5,4,7,7,5,8,4,5,7,5,1,5,8,8,5,1,4,6.56472711301056,0.201814058956916
691,2,8,3,1,3,1,9,6,3,3,9,2,2,1,8,5,3,2,10,9,10,6.76207901928131,0.156462585034014
9723,9,4,8,6,7,9,6,1,6,2,3,8,8,3,5,5,4,3,6,4,4,6.5250644609061,0.138321995464853
2788,0,8,6,1,1,3,10,10,3,1,9,1,2,3,8,8,1,2,9,8,9,7.59078308218123,0.156462585034014
1958,7,0,8,8,7,9,6,5,6,9,5,7,6,3,1,8,9,10,2,1,5,8.89220167018265,0.120181405895692
13082,4,1,7,7,2,4,6,9,4,9,3,8,2,7,0,6,9,10,1,1,3,6.74184956148569,0.115646258503401
3967,5,7,3,4,6,6,4,4,6,0,2,5,4,5,7,4,0,0,1,7,2,4.27927516423589,0.151927437641723
10124,2,5,5,7,7,6,6,7,3,5,6,6,5,4,7,5,5,2,5,5,4,6.08212645444107,0.238095238095238
6633,5,4,7,6,3,6,7,10,6,3,10,7,2,4,7,7,2,7,10,6,10,9.05028360548432,0.183673469387755
7283,10,7,8,10,9,9,1,4,8,5,1,10,9,8,1,0,6,6,6,1,2,9.30792959969478,0.129251700680272
4511,1,6,3,1,3,0,4,4,5,3,5,2,3,7,5,4,1,4,4,5,5,3.32412750409148,0.179138321995465
3368,10,0,9,9,4,5,3,1,3,1,3,9,8,10,2,1,0,2,1,3,3,5.98786488340634,0.147392290249433
7501,9,8,2,10,7,2,6,9,9,2,9,9,1,6,9,6,1,5,6,8,6,9.31814441302641,0.183673469387755
2565,4,6,2,3,3,5,9,5,4,5,3,4,4,6,7,7,5,5,0,5,2,4.92459905538056,0.170068027210884
8135,2,1,7,4,2,4,1,5,2,6,8,3,7,6,2,4,4,7,9,3,8,5.72919043058738,0.133786848072562
2954,4,7,5,2,5,4,3,2,5,3,7,3,6,7,7,4,5,4,8,8,9,6.29358964365619,0.151927437641723
7114,2,7,2,2,3,2,8,8,2,4,7,2,2,2,5,10,3,1,9,4,8,5.74785210697755,0.201814058956916
1388,5,7,5,5,8,8,8,8,7,10,6,5,3,3,5,8,8,9,9,4,4,9.60123055406257,0.179138321995465
3531,4,1,9,7,5,5,5,4,7,5,0,3,8,9,1,7,8,3,2,1,1,5.97357291442196,0.133786848072562
5246,1,1,8,1,9,8,10,5,9,1,1,1,10,9,0,7,0,2,1,1,1,6.51229789992141,0.238095238095238
1479,2,7,3,4,4,5,9,7,4,5,5,4,3,3,6,8,3,4,7,7,6,6.04087981956443,0.165532879818594
13333,7,5,7,2,9,7,4,4,9,9,4,6,7,8,6,3,6,5,4,7,6,8.42280584580624,0.165532879818594
3446,2,1,2,8,4,5,2,10,6,1,9,4,5,8,0,8,1,5,8,0,10,6.76730827814466,0.129251700680272
7357,5,8,4,10,7,6,2,7,7,4,7,5,8,8,8,5,6,5,5,7,6,8.9481935279514,0.183673469387755
1084,3,8,3,3,2,3,8,8,4,1,10,1,1,3,9,9,0,7,9,9,10,8.36033537216396,0.151927437641723
10954,6,3,2,2,4,3,4,6,4,6,3,4,6,6,1,9,4,4,6,1,4,4.54810311808332,0.233560090702948
6329,9,1,5,8,7,7,1,1,9,6,4,8,3,7,5,1,7,7,2,4,3,6.64015336212811,0.142857142857143
11980,9,9,0,6,9,8,4,0,9,1,6,9,1,1,9,1,1,1,5,9,6,7.70621679336336,0.229024943310658
1879,7,6,8,9,2,4,2,2,1,10,10,6,7,7,6,3,10,9,9,8,9,10.3735935309825,0.133786848072562
833,4,7,8,6,10,8,5,6,9,5,2,5,10,10,5,5,6,7,3,7,3,8.99613400451048,0.142857142857143
12378,8,5,5,9,10,10,0,2,10,8,2,8,5,4,2,2,9,7,3,4,3,8.12345370689122,0.129251700680272
2643,1,4,2,1,4,1,10,8,1,4,9,2,3,2,3,6,4,1,8,4,8,5.18868650701472,0.170068027210884
3901,1,2,6,2,1,1,9,9,1,8,8,3,6,6,7,9,6,6,8,3,7,7.3672401284297,0.160997732426304
2303,5,9,8,3,4,2,4,4,5,3,7,4,6,7,9,4,5,2,6,8,6,6.45232408959823,0.142857142857143
11370,2,6,0,3,3,2,7,7,2,4,8,2,4,2,2,5,3,1,10,7,10,5.5134305147623,0.151927437641723
2431,9,5,10,10,9,9,0,3,9,6,1,9,8,6,9,3,0,8,2,5,3,9.67428883918053,0.151927437641723
7423,5,1,4,4,4,4,6,5,6,7,5,3,3,5,3,7,7,8,3,2,3,4.95455223954822,0.165532879818594
13248,7,2,8,7,9,8,3,3,8,2,5,8,8,7,6,3,4,4,6,6,7,7.9069675818168,0.156462585034014
3045,9,10,8,10,10,10,8,5,9,4,8,10,7,5,9,7,5,5,5,10,9,13.3999483971929,0.206349206349206
10245,6,3,0,2,7,4,3,5,4,6,5,3,2,7,8,6,7,6,6,3,9,5.91915974507939,0.147392290249433
12713,8,7,7,5,7,3,1,0,8,4,10,5,7,8,6,0,2,6,10,8,10,9.00753871618511,0.129251700680272
9632,6,3,7,8,6,6,6,5,7,5,5,5,8,9,5,6,6,7,3,5,5,7.71370528685541,0.233560090702948
1002,0,2,0,1,1,1,9,9,5,8,3,1,4,7,2,9,6,9,6,4,6,6.35151156529653,0.129251700680272
3575,4,6,10,7,4,5,4,4,5,8,3,2,5,8,7,5,8,8,3,7,4,7.20214014770915,0.165532879818594
8522,9,3,10,10,10,9,0,2,9,7,1,10,10,10,4,1,6,7,0,3,1,10.0920526727766,0.156462585034014
13294,10,0,2,9,10,5,0,1,10,10,5,10,9,10,2,1,10,10,0,0,2,10.0893290587595,0.229024943310658
3661,2,5,5,2,0,2,6,8,4,1,10,0,1,3,10,9,1,7,9,9,10,7.62264298332755,0.111111111111111
13057,6,5,6,9,5,2,8,7,6,6,3,7,10,9,5,7,10,8,2,4,3,8.73837739177606,0.124716553287982
1023,5,2,3,6,5,6,3,5,5,9,1,3,0,0,4,9,9,8,0,7,1,6.01451948916911,0.124716553287982
